cvegeo,cve_agee,cve_agem,nom_agem,cve_cab,pob,pob_fem,pob_mas,viv,nom_cab,pobreza,median_ntl,mean_ntl,max_ntl,min_ntl,median_sum_ntl,log_median_ntl,log_mean_ntl,z_median_ntl,scale_median_ntl,log_max,log_min,log_sum
31063,"31","063",Samahil,"0001","5631","2796","2835","1443",,165,1196.5,1197.53522012579,1225.5,1196.5,2019.5,7.08715590734843,7.08802074023109,1194.74197647339,1.60982341123477,7.11110420296817,7.08715590734843,7.61060523500347
31068,"31","068",Sinanché,"0001","3206","1558","1648","993",,,1197,1197.60475482912,1228,1197,1604,7.08757370555797,7.08807880339574,1195.24197647339,1.6112307856342,7.11314210870709,7.08757370555797,7.38025578842646
31020,"31","020",Chicxulub Pueblo,"0001","4497","2218","2279","1312",,,1200,1201.46330275229,1232.5,1197.5,2061.5,7.09007683577609,7.0912955118489,1198.24197647339,1.6196750320308,7.11679990591684,7.08799132928507,7.63118915214695
31070,"31","070",Sucilá,"0001","3971","1990","1981","1177",,,1198,1198.30161812298,1249.5,1198,1664,7.08840877867539,7.08866051503637,1196.24197647339,1.61404553443307,7.13049875027501,7.08840877867539,7.41697962138115
31072,"31","072",Suma,"0001","1857","894","963","572",,,1198.5,1199.14140271493,1220,1198.5,1482,7.08882605387444,7.08936108194787,1196.74197647339,1.6154529088325,7.1066061377273,7.08882605387444,7.30114780585603
31074,"31","074",Tahmek,"0001","3774","1865","1909","1089",,,1199,1199.91015625,1226.5,1199,1665,7.08924315502751,7.09000196318154,1197.24197647339,1.61686028323193,7.11191986369854,7.08924315502751,7.41758040241454
31049,"31","049",Mayapán,"0001","3965","1896","2069","945",,93,1199.5,1200.25854700855,1244,1199.5,1554.5,7.08966008227975,7.09029226840927,1197.74197647339,1.61826765763137,7.12608727329912,7.08966008227975,7.34890922949881
31077,"31","077",Tekal de Venegas,"0001","2683","1312","1371","775",,,1200,1200.228,1229.5,1200,1428,7.09007683577609,7.09026681772838,1198.24197647339,1.6196750320308,7.11436286165625,7.09007683577609,7.26403014289953
31078,"31","078",Tekantó,"0001","3747","1863","1884","1082",,,1200.5,1202.05940594059,1249,1200.5,1830.5,7.09049341566131,7.09179153645343,1198.74197647339,1.62108240643023,7.13009851012558,7.09049341566131,7.51234443256029
31080,"31","080",Tekit,"0001","11020","5434","5586","2797",,,1201,1201.69044222539,1276,1201,2169,7.09090982207998,7.09148454634097,1199.24197647339,1.62248978082966,7.15148546390474,7.09090982207998,7.68202151082687
31082,"31","082",Telchac Pueblo,"0001","3512","1801","1711","1121",,70,1201.5,1204.04482758621,1261.5,1201.5,1939.5,7.09132605517652,7.09344185739012,1199.74197647339,1.6238971552291,7.14005676808111,7.09132605517652,7.57018548688002
31064,"31","064",Sanahcat,"0001","1701","843","858","484",,,1202,1205.13095238095,1253.5,1202,1596.5,7.09174211509515,7.09434351419521,1200.24197647339,1.62530452962853,7.13369491759835,7.09174211509515,7.37556901215484
31086,"31","086",Tepakán,"0001","2133","1065","1068","682",,136,1202.5,1202.93601462523,1231,1202.5,1441,7.09215800197992,7.09252052638493,1200.74197647339,1.62671190402796,7.11558212618445,7.09215800197992,7.27309259599952
31087,"31","087",Tetiz,"0001","5464","2680","2784","1485",,158,1203,1203.44091448931,1245.5,1203,1945.5,7.09257371597468,7.09294016128534,1201.24197647339,1.6281192784274,7.12729233470224,7.09257371597468,7.57327429242461
31055,"31","055",Opichén,"0001","7080","3503","3577","1914",,87,1203.5,1204.07528957529,1233,1203.5,1948.5,7.09298925722313,7.09346715678351,1201.74197647339,1.62952665282683,7.11720550316434,7.09298925722313,7.57481512477876
31088,"31","088",Teya,"0001","1917","962","955","570",,,1204,1204.3944591029,1222.5,1204,1353.5,7.09340462586877,7.09373219605142,1202.24197647339,1.63093402722626,7.10865322134903,7.09340462586877,7.21044910905436
31094,"31","094",Tixmehuac,"0001","5444","2726","2718","1422",,,1204.5,1204.89877835951,1234.5,1204.5,1661.5,7.09381982205493,7.09415084103504,1202.74197647339,1.6323414016257,7.11842130878523,7.09381982205493,7.41547608779465
31095,"31","095",Tixpéhual,"0001","5690","2874","2816","1537",,,1209,1211.53491620112,1260,1205,3544.5,7.09754885061479,7.09964336047777,1207.24197647339,1.64500777122059,7.13886699994552,7.09423484592476,8.17315238529507
31097,"31","097",Tunkás,"0001","3684","1795","1889","1094",,,1205.5,1205.70649539506,1243,1205.5,1631.5,7.09464969762123,7.09482097734858,1203.74197647339,1.63515615042456,7.12528309151071,7.09464969762123,7.39725511603338
31105,"31","105",Yaxkukul,"0001","3293","1665","1628","908",,77,1209,1210.00408163265,1236.5,1206,2187,7.09754885061479,7.09837901183522,1207.24197647339,1.64500777122059,7.12004008696147,7.09506437728713,7.69028602067677
31106,"31","106",Yobaín,"0001","2215","1105","1110","683",,,1206.5,1207.04015151515,1240.5,1206.5,1563,7.09547888506509,7.09592648609118,1204.74197647339,1.63797089922343,7.12326980313186,7.09547888506509,7.35436233042148
32024,"32","024",Loreto,"0001","53709","27442","26267","13004",,479,1207,1212.90741593736,1555,1207,14032,7.09589322109753,7.10077557951608,1205.24197647339,1.63937827362286,7.34923082461333,7.09589322109753,9.54909571461196
32031,"32","031",Monte Escobedo,"0001","8683","4399","4284","2789",,119,1207.5,1207.66512059369,1290,1207.5,2542.5,7.09630738552673,7.09644412201115,1205.74197647339,1.64078564802229,7.16239749735572,7.09630738552673,7.84090312792272
32037,"32","037",Pánuco,"0001","17577","8797","8780","4742",,,1208,1208.66004605642,1264.5,1208,3501,7.09672137849476,7.09726762501703,1206.24197647339,1.64219302242173,7.14243206611002,7.09672137849476,8.16080392095467
32040,"32","040",Sain Alto,"0001","21844","11201","10643","5504",,64,1208.5,1208.79074767652,1271,1208.5,3304.5,7.09713520014354,7.09737575679002,1206.74197647339,1.64360039682116,7.14755927118945,7.09713520014354,8.10304045491051
32018,"32","018",Huanusco,"0001","4547","2290","2257","1357",,,1209,1209.34124866596,1245.5,1209,1848.5,7.09754885061479,7.09783106774888,1207.24197647339,1.64500777122059,7.12729233470224,7.09754885061479,7.52212977837669
32055,"32","055",Villanueva,"0001","31558","15968","15590","9052",,66,1209.5,1210.04687925865,1328,1209.5,7229,7.09796233005008,7.09841438102926,1207.74197647339,1.64641514562002,7.19142933003638,7.09796233005008,8.8858559930003
32057,"32","057",Trancoso,"0001","20455","10416","10039","4671",,195,1210,1213.06729900632,1391.5,1210,4605.5,7.09837563859079,7.10090738886117,1208.24197647339,1.64782252001946,7.23813758096595,7.09837563859079,8.43500652042829
32015,"32","015",El Plateado de Joaquín Amaro,"0001","1579","798","781","531",,,1210.5,1210.7763677383,1247.5,1210.5,1700.5,7.09878877637811,7.09901705906668,1208.74197647339,1.64922989441889,7.12889682762567,7.09878877637811,7.43867760444725
32017,"32","017",Guadalupe,"0001","211740","109285","102455","60476",,976,1211,1220.73601356261,1549.5,1211,41411,7.09920174355309,7.10720924562658,1209.24197647339,1.65063726881832,7.3456875772278,7.09920174355309,10.6313018250044
32019,"32","019",Jalpa,"0001","25296","12868","12428","7097",,255,1211.5,1212.66625034693,1335,1211.5,5413.5,7.09961454025658,7.10057672710061,1209.74197647339,1.65204464321776,7.19668657083435,7.09961454025658,8.59665111275095
32020,"32","020",Jerez,"0001","59910","30745","29165","17861",,207,1212,1213.68656429942,1532,1212,14392.5,7.10002716662926,7.10141775401679,1210.24197647339,1.65345201761719,7.33432935030054,7.10002716662926,9.57446251654996
32021,"32","021",Jiménez del Teul,"0001","4465","2255","2210","1081",,,1212.5,1212.60753413113,1250,1212.5,1850.5,7.10043962281164,7.1005283068223,1210.74197647339,1.65485939201662,7.13089883029635,7.10043962281164,7.52321115182621
32026,"32","026",Mazapil,"0001","17774","8663","9111","4649",,68,1213,1213.23668357896,1816,1213,15907.5,7.10085190894405,7.10104701239897,1211.24197647339,1.65626676641606,7.50439155916124,7.10085190894405,9.67454597510695
32027,"32","027",Melchor Ocampo,"0001","2736","1281","1455","722",,,1213.5,1213.54197645601,1245,1213.5,1620,7.10126402516666,7.10129861579708,1211.74197647339,1.65767414081549,7.12689080889881,7.10126402516666,7.39018142822643
32028,"32","028",Mezquital del Oro,"0001","2451","1235","1216","735",,,1214,1214.15804597701,1254.5,1214,1599,7.10167597161944,7.10180614928848,1212.24197647339,1.65908151521492,7.13449236580648,7.10167597161944,7.37713371283395
32029,"32","029",Miguel Auza,"0001","23713","12138","11575","5884",,242,1214.5,1215.26727336985,1362.5,1214.5,5556.5,7.10208774844223,7.1027193096652,1212.74197647339,1.66048888961435,7.2170765265374,7.10208774844223,8.6227236926257
32038,"32","038",Pinos,"0001","72241","37485","34756","19276",,365,1215,1215.39388252956,1378,1215,7512,7.10249935577465,7.10282348639054,1213.24197647339,1.66189626401379,7.2283884515736,7.10249935577465,8.9242570208881
32039,"32","039",Río Grande,"0001","64535","33255","31280","17720",,439,1215.5,1216.76148353405,1413.5,1215.5,13052,7.10291079375618,7.10394808654374,1213.74197647339,1.66330363841322,7.25382417713365,7.10291079375618,9.47669665771321
32003,"32","003",Atolinga,"0001","2277","1146","1131","766",,59,1216,1216.22566995769,1243.5,1216,1536,7.10332206252611,7.10350762915434,1214.24197647339,1.66471101281265,7.12568526324346,7.10332206252611,7.33693691370762
32022,"32","022",Juan Aldama,"0001","19749","10184","9565","5400",,62,1216.5,1217.76082862524,1345,1216.5,5233.5,7.10373316222358,7.10476906496921,1214.74197647339,1.66611838721209,7.20414929203594,7.10373316222358,8.56283554929494
32048,"32","048",Tlaltenango de Sánchez Román,"0001","27302","14078","13224","7994",,105,1217,1218.38196852494,1401,1217,6398,7.10414409298753,7.10527900216492,1215.24197647339,1.66752576161152,7.24494154633701,7.10414409298753,8.76374072050946
32042,"32","042",Sombrerete,"0001","63665","32198","31467","17199",,394,1217.5,1218.15785779841,1517.5,1217.5,13403,7.10455485495674,7.10509504397574,1215.74197647339,1.66893313601095,7.32481952293365,7.10455485495674,9.5032338414785
32044,"32","044",Tabasco,"0001","16588","8481","8107","4538",,142,1218,1218.58886198547,1266,1218,2434,7.10496544826984,7.10544879776398,1216.24197647339,1.67034051041039,7.14361760270412,7.10496544826984,7.79729127354747
32049,"32","049",Valparaíso,"0001","32461","16432","16029","9095",,51,1218.5,1218.76185945123,1416,1218.5,8786.5,7.10537587306526,7.10559075309649,1216.74197647339,1.67174788480982,7.25559127425367,7.10537587306526,9.0809717316349
32050,"32","050",Vetagrande,"0001","10276","5271","5005","2642",,,1221.5,1222.95337423313,1303,1219,4441,7.1078348906978,7.1090240108665,1219.74197647339,1.68019213120642,7.17242457712485,7.10578612948127,8.3986348552921
32051,"32","051",Villa de Cos,"0001","34623","17368","17255","9186",,186,1219.5,1219.66556330362,1346,1219.5,6846.5,7.10619621765597,7.10633197170757,1217.74197647339,1.67456263360868,7.20489251020467,7.10619621765597,8.83149285177229
32030,"32","030",Momax,"0001","2446","1261","1185","791",,,1220,1220.41666666667,1256,1220,1560,7.1066061377273,7.10694760947383,1218.24197647339,1.67597000800812,7.13568734702814,7.1066061377273,7.35244110024358
32032,"32","032",Morelos,"0001","13207","6655","6552","3614",,72,1220.5,1225.48697068404,1406,1220.5,5813.5,7.10701588983301,7.11109357107488,1218.74197647339,1.67737738240755,7.24850407237061,7.10701588983301,8.66793807810866
32056,"32","056",Zacatecas,"0001","149607","77635","71972","42424",,742,1221,1239.17307692308,2110.5,1221,41856,7.1074254741107,7.12219956269095,1219.24197647339,1.67878475680698,7.65468016522255,7.1074254741107,10.6419904348169
32007,"32","007",Concepción del Oro,"0001","12115","6050","6065","3251",,,1221.5,1221.70855507176,1349,1221.5,3808,7.1078348906978,7.10800561298168,1219.74197647339,1.68019213120642,7.20711885620776,7.1078348906978,8.24485939591126
32008,"32","008",Cuauhtémoc,"0001","13466","6918","6548","3230",,,1222,1223.32908318154,1351.5,1222,3411,7.10824413973154,7.10933117813595,1220.24197647339,1.68159950560585,7.2089703657165,7.10824413973154,8.13476078241865
32009,"32","009",Chalchihuites,"0001","10086","5194","4892","2677",,70,1222.5,1223.06230936819,1319.5,1222.5,3803.5,7.10865322134903,7.10911308236009,1220.74197647339,1.68300688000528,7.18500815594338,7.10865322134903,8.24367697443736
32004,"32","004",Benito Juárez,"0001","4493","2251","2242","1276",,,1223,1223.17149758454,1251.5,1223,1507,7.10906213568717,7.10920235282648,1221.24197647339,1.68441425440472,7.13209811087183,7.10906213568717,7.3178761986265
32054,"32","054",Villa Hidalgo,"0001","19446","9942","9504","4951",,278,1223.5,1224.97209057399,1338.5,1223.5,4019,7.10947088288273,7.11067333951438,1221.74197647339,1.68582162880415,7.19930486296041,7.10947088288273,8.2987883944492
32023,"32","023",Juchipila,"0001","12251","6364","5887","3890",,66,1224,1225.43926886792,1330,1224,3665,7.10987946307227,7.11105464553289,1222.24197647339,1.68722900320358,7.1929342212158,7.10987946307227,8.20658361432075
32025,"32","025",Luis Moya,"0001","13184","6750","6434","3267",,,1224.5,1227.85722284434,1367.5,1224.5,4222.5,7.11028787639222,7.11302583390537,1222.74197647339,1.68863637760301,7.22073953429614,7.11028787639222,8.34818264868196
32033,"32","033",Moyahua de Estrada,"0001","4530","2312","2218","1458",,,1225,1225.54271449704,1304,1225,2692.5,7.11069612297883,7.1111390571115,1223.24197647339,1.69004375200245,7.1731917424866,7.11069612297883,7.89822540903054
32010,"32","010",Fresnillo,"0001","240532","122765","117767","64065",,1211,1225.5,1227.52835907336,1668.5,1225.5,53760,7.11110420296817,7.11275796251656,1223.74197647339,1.69145112640188,7.41968029819143,7.11110420296817,10.892284975197
32011,"32","011",Trinidad García de la Cadena,"0001","3362","1706","1656","1080",,71,1226,1226.19987063389,1258,1226,1535,7.11151211649616,7.11167512982695,1224.24197647339,1.69285850080131,7.13727843726039,7.11151211649616,7.3362856600213
32012,"32","012",Genaro Codina,"0001","8168","4225","3943","2054",,89,1226.5,1226.96997258909,1288,1226.5,3112.5,7.11191986369854,7.11230297219393,1224.74197647339,1.69426587520075,7.1608459066643,7.11191986369854,8.04318154077296
32005,"32","005",Calera,"0001","45759","23180","22579","11997",,124,1227,1231.39426523297,1371,1227,9809,7.11232744471091,7.11590235535483,1225.24197647339,1.69567324960018,7.22329567956231,7.11232744471091,9.19105561056432
32052,"32","052",Villa García,"0001","19525","9898","9627","4936",,140,1227.5,1228.74550203134,1331.5,1227.5,3373.5,7.11273485966868,7.11374901084946,1225.74197647339,1.69708062399961,7.19406140525399,7.11273485966868,8.12370606006748
32013,"32","013",General Enrique Estrada,"0001","6644","3363","3281","1813",,,1228,1229.6630109671,1311.5,1228,2896,7.11314210870709,7.11449543600501,1226.24197647339,1.69848799839905,7.17892679930693,7.11314210870709,7.97108575350561
32041,"32","041",El Salvador,"0001","2509","1235","1274","733",,60,1228.5,1228.60324898469,1267.5,1228.5,1559,7.11354919196123,7.11363323318726,1226.74197647339,1.69989537279848,7.14480173546534,7.11354919196123,7.35179986905778
32058,"32","058",Santa María de la Paz,"0001","2767","1417","1350","860",,,1229,1229.3186695279,1276,1229,1674.5,7.11395610956603,7.11421536767901,1227.24197647339,1.70130274719791,7.15148546390474,7.11395610956603,7.42326989223426
32053,"32","053",Villa González Ortega,"0001","13208","6933","6275","3493",,204,1229.5,1230.4565018315,1355.5,1229.5,3318.5,7.11436286165625,7.11514051921157,1227.74197647339,1.70271012159734,7.21192566893872,7.11436286165625,8.10726815258598
32001,"32","001",Apozol,"0001","6260","3219","3041","1812",,53,1230,1231.55721056195,1320,1230,3530,7.11476944836646,7.11603467247988,1228.24197647339,1.70411749599678,7.18538701558042,7.11476944836646,8.16905314992734
32002,"32","002",Apulco,"0001","4942","2603","2339","1345",,,1230.5,1230.93756194252,1253,1230.5,1672,7.11517586983111,7.11553140348664,1228.74197647339,1.70552487039621,7.13329595489607,7.11517586983111,7.42177579364465
32016,"32","016",General Pánfilo Natera,"0001","23526","12085","11441","6041",,308,1231,1232.18475336323,1291,1231,3873,7.11558212618445,7.11654409499574,1229.24197647339,1.70693224479564,7.16317239084664,7.11558212618445,8.26178467951475
32034,"32","034",Nochistlán de Mejía,"0001","27945","14463","13482","8472",,235,1231.5,1232.47731911998,1387,1231.5,5540.5,7.11598821756059,7.11678150341079,1229.74197647339,1.70833961919508,7.23489842031483,7.11598821756059,8.61984002837638
32006,"32","006",Cañitas de Felipe Pescador,"0001","8255","4228","4027","2228",,97,1232,1232.57276688453,1332,1232,2546.5,7.11639414409346,7.11685894424263,1230.24197647339,1.70974699359451,7.19443685110033,7.11639414409346,7.84247514632466
32035,"32","035",Noria de Ángeles,"0001","16284","8384","7900","4126",,94,1232.5,1233.56052503646,1281,1232.5,3414,7.11679990591684,7.11766000248874,1230.74197647339,1.71115436799394,7.15539630189673,7.11679990591684,8.13563990335439
32036,"32","036",Ojocaliente,"0001","44144","22882","21262","10892",,307,1233,1235.04278728606,1398,1233,7917,7.11720550316434,7.11886089403769,1231.24197647339,1.71256174239337,7.24279792279376,7.11720550316434,8.97676762517143
32014,"32","014",General Francisco R. Murguía,"0001","20191","10417","9774","5405",,163,1233.5,1233.60979552251,1321.5,1233.5,3950.5,7.11761093596941,7.1176999433762,1231.74197647339,1.71396911679281,7.18652273404434,7.11761093596941,8.28159743216279
32043,"32","043",Susticacán,"0001","1365","701","664","404",,,1234,1234.37277227723,1272.5,1234,1610.5,7.11801620446533,7.11831824335042,1232.24197647339,1.71537649119224,7.14873874842468,7.11801620446533,7.38429996877125
32045,"32","045",Tepechitlán,"0001","8321","4337","3984","2554",,,1234.5,1234.80435578331,1290,1234.5,2066,7.11842130878523,7.11866782014309,1232.74197647339,1.71678386559167,7.16239749735572,7.11842130878523,7.63336964967958
